dTrue	dFalse	qualité_test	qualité_train	référence
0.49852777	0.499673	0.436153	
dTrue	dFalse	qualité_test	qualité_train	référence
0.50706893	0.501549	0.3654864	
dTrue	dFalse	qualité_test	qualité_train	référence
0.49997193	0.4996231	0.37022567	
0.5494456	0.5168743	0.38647395	
dTrue	dFalse	qualité_test	qualité_train	référence
0.58782923	0.53112805	0.39309317	
0.6600422	0.55702174	0.40140796	
dTrue	dFalse	qualité_test	qualité_train	référence
dTrue	dFalse	qualité_test	qualité_train	référence
0.50695014	0.50015587	0.394065	
0.6301979	0.51773393	0.360969	
dTrue	dFalse	qualité_test	qualité_train	référence
0.49038017	0.49375975	0.3803697	
0.6026637	0.50351715	0.39597136	
0.6026637	0.50351715	0.3731239	
0.69738626	0.46462658	0.36924195	
0.7565357	0.3672034	0.38487127	
0.7565357	0.3672034	0.38255873	
0.6787934	0.35552338	0.3792742	
0.6872011	0.36927912	0.37971622	
0.6872011	0.36927912	0.37834275	
0.7284704	0.35498187	0.37864378	
0.72383505	0.32528967	0.37072927	
0.72383505	0.32528967	0.36911407	
0.7456534	0.2983341	0.3677437	
0.74939996	0.28566787	0.36838785	
0.74939996	0.28566787	0.36978668	
0.76802355	0.26617512	0.36977062	
0.7700284	0.25777197	0.37317878	
0.7700284	0.25777197	0.37239355	
0.7812222	0.24370965	0.37030232	
0.7877111	0.2369689	0.3699757	
0.7877111	0.2369689	0.36822328	
0.7912556	0.22626294	0.3654669	
0.80202144	0.22277175	0.3633608	
0.80202144	0.22277175	0.36017725	
0.79594994	0.21328515	0.35935917	
0.8024657	0.212339	0.35879773	
0.8024657	0.212339	0.35576537	
0.802923	0.20420139	0.35190597	
0.8109358	0.20359711	0.35244375	
0.8109358	0.20359711	0.3512551	
0.8063361	0.19733213	0.35014704	
0.81005234	0.19411941	0.3484429	
0.81005234	0.19411941	0.34627727	
0.8135201	0.19011989	0.34373236	
0.81762415	0.18664831	0.3427516	
0.81762415	0.18664831	0.33961618	
0.82067406	0.18394752	0.33903384	
