dTrue	dFalse	qualité_test	qualité_train	référence
0.82334244	0.17965695	0.3361846	
0.82334244	0.17965695	0.33505127	
0.82469773	0.1822281	0.33188125	
0.82344055	0.17630365	0.32971975	
0.82344055	0.17630365	0.32797837	
0.8276984	0.18139835	0.32540897	
0.82500845	0.18002976	0.32305804	
0.82500845	0.18002976	0.3214582	
0.8277817	0.17834106	0.319434	
0.82895267	0.17564166	0.3176425	
0.82895267	0.17564166	0.3152909	
0.83214813	0.17552562	0.3131999	
0.8313264	0.1731354	0.31113824	
0.8313264	0.1731354	0.30881387	
0.8338165	0.17208996	0.3065913	
0.83258265	0.16948353	0.3062784	
0.83258265	0.16948353	0.30341434	
0.8355056	0.17163351	0.301678	
0.8314398	0.16789663	0.30014896	
0.8314398	0.16789663	0.2983545	
0.83427364	0.17286584	0.29747713	
0.83228934	0.17237902	0.29572758	
0.83228934	0.17237902	0.29352522	
0.8338779	0.17195848	0.29174817	
0.83537227	0.17010987	0.29033583	
0.83537227	0.17010987	0.28911394	
0.836138	0.17057225	0.2877056	
0.8376332	0.1685246	0.28612855	
0.8376332	0.1685246	0.28533605	
0.8386267	0.16834547	0.28417495	
0.83967817	0.1662126	0.28295228	
0.83967817	0.1662126	0.2814138	
0.84059906	0.16745085	0.27968132	
0.83646315	0.16492315	0.27879915	
0.83646315	0.16492315	0.27776015	
0.8394803	0.17254548	0.27670652	
0.8297915	0.17417744	0.27555507	
0.8297915	0.17417744	0.27424473	
0.828611	0.18023477	0.27287567	
0.82886225	0.18586884	0.2710393	
0.82886225	0.18586884	0.2700155	
0.8289598	0.19121934	0.2687349	
0.8295962	0.19634014	0.2675852	
0.8295962	0.19634014	0.2662337	
0.8295204	0.19999062	0.26481676	
0.8300653	0.2027763	0.2637358	
0.8300653	0.2027763	0.26217982	
0.8303216	0.20375606	0.26179183	
0.8303984	0.20483355	0.26078168	
0.8303984	0.20483355	0.25987577	
0.8301344	0.20560859	0.25871962	
0.8314435	0.20581956	0.25757033	
0.8314435	0.20581956	0.25661105	
0.82983196	0.20509572	0.25525936	
0.831159	0.20861796	0.2537345	
0.831159	0.20861796	0.25261605	
0.82511055	0.20739691	0.25173602	
0.82695913	0.21416906	0.25073722	
0.82695913	0.21416906	0.25018683	
0.8264339	0.2183718	0.2491791	
0.8261314	0.22234444	0.24844423	
0.8261314	0.22234444	0.2474149	
0.82571054	0.22568943	0.24615791	
0.8239675	0.22885567	0.24499151	
0.8239675	0.22885567	0.24421561	
0.8243517	0.2325112	0.24309377	
0.82128364	0.23415165	0.24223727	
0.82128364	0.23415165	0.24134432	
0.8221838	0.2371074	0.24030316	
0.8201263	0.23848009	0.23988178	
0.8201263	0.23848009	0.23883508	
0.8201449	0.24162786	0.23773985	
0.8182249	0.24174675	0.23652954	
0.8182249	0.24174675	0.23575951	
0.8188294	0.24313268	0.23485924	
0.812421	0.24126552	0.23420142	
0.812421	0.24126552	0.23315416	
0.8145853	0.24814093	0.23219857	
0.8141489	0.25187483	0.23121785	
0.8141489	0.25187483	0.23065972	
0.8128091	0.25477085	0.2296599	
0.81243	0.25733125	0.22898127	
0.81243	0.25733125	0.22803882	
0.8107782	0.25953403	0.22746116	
0.8108233	0.26192024	0.22654851	
0.8108233	0.26192024	0.22552107	
0.8089613	0.2635261	0.22493939	
0.80934143	0.2660003	0.22420363	
0.80934143	0.2660003	0.22333702	
0.8062396	0.2666071	0.22255348	
0.8076833	0.2708367	0.22163494	
0.8076833	0.2708367	0.22073846	
0.80691284	0.27359954	0.22048359	
0.8060173	0.27538207	0.21979062	
0.8060173	0.27538207	0.21904013	
0.80561495	0.27706096	0.21815519	
0.8038083	0.27771276	0.21714535	
0.8038083	0.27771276	0.21632741	
0.8040276	0.28024325	0.2156649	
0.8011386	0.27975255	0.21482006	
0.8011386	0.27975255	0.21403867	
0.8020386	0.28335637	0.21310839	
0.8002164	0.28398564	0.21228631	
0.8002164	0.28398564	0.21137065	
0.7994881	0.2854931	0.21050407	
0.79848003	0.2856526	0.20987114	
0.79848003	0.2856526	0.20924991	
0.7976823	0.28748575	0.20865354	
0.7962479	0.28785187	0.20800468	
0.7962479	0.28785187	0.20746988	
0.79580593	0.28972605	0.20696802	
0.7949978	0.29118818	0.20631178	
0.7949978	0.29118818	0.20576665	
0.793963	0.29227048	0.20499244	
0.7908029	0.29116294	0.20439981	
0.7908029	0.29116294	0.20365329	
0.7924607	0.29640764	0.20288046	
0.7910794	0.2980375	0.20224667	
0.7910794	0.2980375	0.20170482	
0.78978604	0.29918262	0.20110072	
0.7887258	0.3000725	0.20033659	
0.7887258	0.3000725	0.19971925	
0.78827715	0.30103427	0.19902334	
0.7859559	0.30087554	0.19848384	
0.7859559	0.30087554	0.19800827	
0.78623414	0.30334508	0.197459	
0.78475535	0.3032801	0.19693607	
0.78475535	0.3032801	0.19630827	
0.78446656	0.30467883	0.19565222	
0.7847034	0.3053135	0.19533081	
0.7847034	0.3053135	0.19473852	
0.782803	0.30479538	0.19434479	
0.78290063	0.30638304	0.19381581	
0.78290063	0.30638304	0.19318165	
0.7823082	0.3071005	0.19257155	
0.78036034	0.3065602	0.19195668	
0.78036034	0.3065602	0.19133939	
0.78135186	0.30951485	0.19072244	
0.7785522	0.3089146	0.19032583	
0.7785522	0.3089146	0.18975419	
0.779156	0.311773	0.18913561	
0.77854663	0.31344953	0.18863812	
0.77854663	0.31344953	0.18799843	
0.7775108	0.3143214	0.18740062	
0.77719	0.31499144	0.18700342	
0.77719	0.31499144	0.18647577	
0.77504265	0.31450638	0.18599549	
0.77567905	0.317074	0.18575524	
0.77567905	0.317074	0.1852011	
0.77502775	0.31807816	0.18453676	
0.77236784	0.31704125	0.18399295	
0.77236784	0.31704125	0.18345061	
0.7732832	0.32007846	0.18285125	
0.77281666	0.32143974	0.18237546	
0.77281666	0.32143974	0.18185286	
0.7717426	0.3222297	0.18132587	
0.7704872	0.3227016	0.18073821	
0.7704872	0.3227016	0.18025431	
0.7696058	0.32362896	0.17972775	
0.7689861	0.32399398	0.1791461	
0.7689861	0.32399398	0.17866588	
0.76864064	0.32448128	0.17815983	
0.76643336	0.32436523	0.17763117	
0.76643336	0.32436523	0.17713921	
dTrue	dFalse	qualité_test	qualité_train	référence
dTrue	dFalse	qualité_test	qualité_train	référence
dTrue	dFalse	qualité_test	qualité_train	référence
dTrue	dFalse	qualité_test	qualité_train	référence
dTrue	dFalse	qualité_test	qualité_train	référence
dTrue	dFalse	qualité_test	qualité_train	référence
dTrue	dFalse	qualité_test	qualité_train	référence
0.48923558	0.49838328	0.36517465	
0.6320152	0.5068229	0.37348646	
dTrue	dFalse	qualité_test	qualité_train	référence
0.49676403	0.49367273	0.3261504	
0.595767	0.51276815	0.351299	
dTrue	dFalse	qualité_test	qualité_train	référence
0.4888177	0.49721003	0.3837627	
dTrue	dFalse	qualité_test	qualité_train	référence
0.5083866	0.5047894	0.35269547	
dTrue	dFalse	qualité_test	qualité_train	référence
0.5156171	0.5031686	0.36423612	
dTrue	dFalse	qualité_test	qualité_train	référence
0.50181603	0.49994206	0.42820936	
0.60383916	0.52016675	0.4001284	
dTrue	dFalse	qualité_test	qualité_train	référence
dTrue	dFalse	qualité_test	qualité_train	référence
dTrue	dFalse	qualité_test	qualité_train	référence
0.49456996	0.49802443	0.33470094	
0.58218706	0.5163693	0.33430082	
